no,username,nickname,komentar,likes,create_time,sentiment_label,label_notes,confidence,needs_review
740,sirleight,ŘĂYMOND,[Sticker] suami ibunya:,1,1777683924,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
741,ahk_itu_lagi,Alby💫,[Sticker] setuju.,1,1777683462,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
742,ahmadedoapriansyah,A.Edoo._.,bro pikir 🗿,1,1777682167,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
743,0719vuhai,武海 (Yangyi),KAMU DI RELL..,1,1777680064,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
744,sycandy_,"""jowinsycandy""...",no komen'😇😇,1,1777678718,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
745,ninafafa_,UWAIS SAKHI,kui solusi opo neh Bu bu,1,1777659821,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
746,indrasatria539,Mas Indra satria,"itu aja pppa
kerjanya
menteri apa nie",1,1777652366,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
747,tabithaangelica2,Tabitha Angelica,elu aja di tengah reeeellllll,1,1777644248,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
748,yuu_huu77,pleng_errr🤪🤙,menurut saya knp tidak ada gerbong khusus barang atau apa gitu biar GK ada gerbong penumpang yg di belakang maaf ini saran saya🙏🙏🙏🙏,1,1777640798,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
749,akhyar160,yar,[Sticker] udh siap ni buk🗿,1,1777628718,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
750,aronaldgultom,aronald gultom,bu kita mau idup juga,1,1777622041,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
751,user092896021,Raja A.R,dimana pun sama saja KLO yg namanya musibah gak pilih tempat dan orang...,1,1777617735,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
752,afied_nd,ApitAn,"yg ngmong ini mentri ya...?
kok bisa...? 😁",1,1777617522,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
753,sinterrrr,spartacus,Aman aja buu,1,1777617023,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
754,kepo_6533,BSK | GALON™,[Sticker],1,1777614477,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
755,n_draw11,꧁🜲nots🜲꧂,[Sticker] gini lebih cocok🥰,1,1777613110,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
756,masarishariyono1,Mas.Aris.hari,😊,1,1777609817,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
757,s4rdung_,doel,dia mikir pake apaan sih?😭,1,1777609731,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
758,akungabutini00,Judzzz,KO BISA SI JADI MENTRI,1,1777607217,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
759,jeho_defta,Acarox,dikira Spiderman kali bisa nahan kereta 🤨,1,1777606893,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
760,justcallmemar6,justcallmemar,[Sticker],1,1777605482,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
761,r4jata_77,愛𝙍𝙖𝙅𝙖𝙖𝙩𝙖,"""walaupun jarang merayakan ulang tahun kita juga ingin panjang umur""🥀",1,1777605041,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
762,wiwaaasept2,youknowsaturn?,"seorang mentri pemikirannya tumpul kaya gini?, gimana proses recruitmentnya kemarin buk",1,1777604953,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
763,funtecshh,yudz anak baik🀄🥇,meskipun kami sering terbentur masalah ekonomi bukan berarti kami kuat menahan benturan besi,1,1777604122,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
764,jesennnryn,Jesen here,solusi macam apa itu,1,1777603670,Netral,Pertanyaan atau komentar belum menunjukkan polaritas jelas,0.65,Ya
765,dedi6594,❦〲♛𝖠𝗇𝖺𝗄̆̈𝗄𝖺𝗆𝗉𝗎𝗇𝗀࿐,[Sticker],1,1777602594,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
766,akmahamzi,Akma,menteri p p apa,1,1777602070,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
767,kuya.situmorang,Any Cepek Limpul 🕸️,Bkn cari solusi malah adu mekanik 😩,1,1777599774,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
768,nyambek570,NYAMBEX🈹🀄🎰,enak banget ngmong ny,1,1777599655,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
769,_incwell,_incxywell,ngomong nya enak bgt ya klo jadi pejabat 🫪,1,1777599398,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
770,caesius_,J,[Sticker] suami nya di rumah :,1,1777598527,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
771,raffaaaaaaaaaaaaaaaaaa_8,▀▄▀▄ ✨Raff✨▄▀▄▀,[Sticker] 😹😹,1,1777598453,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
772,marcellllllloo,⚡16,[Sticker] ini aja yang paling depan,1,1777595369,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
773,zak__24,aking🥷,sepakat 👍 😂,1,1777593372,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
774,d.arysa,Darysa,dikira atur formasi sepak bola 😭,1,1777592480,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
775,ixxxx033,1ZNU_MLK,"saya izin meng usulkan ya buk, gimana kalo rute kereta nya kita pindahin ke arah rumah ibu?",1,1777590727,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
776,bkp_969,mozaa,oot oot 😹😹,1,1777588179,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
777,istridewan1,Mahardikayoona ..,Gerbong Depan belakang harusnya pakein bubblewrap biar aman,1,1777587863,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
778,ilyywtnb,piraa.,kaya gini kok bisa jadi mentri anjir,1,1777580934,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
779,sisca.raishya,sisca raishya. N.70,hadeh ini Mentri y,1,1777578140,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
780,nizar.frmns,njayy,udah tenang aja semuanya di tengah tar kereta nya manjang ke atas,1,1777574640,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
781,happysad_ll,Fahmi jr,[Sticker] yang bu mentri pikir,1,1777573565,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
782,dekrana12,putrisunda,ini dia mentri pleger,1,1777570878,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
783,budi.genza,Genza,kami tunggu klarifikasi blundernya Bu mentri,1,1777570853,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
784,rifqi.fathul.ghob,Rifqi FG,ngakak baca komen😂,1,1777570247,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
785,rotikukus10,Ayus,Se ekor MENTERI PPPA cara memberi solusi nya seperti ini? Serius?😅,1,1777565366,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
786,ainsupriatna1,ainsupriatna,ko jadi mentri yah,1,1777564940,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
787,baliyaangkara,Baliya Angkara,ouh jadi depan blakang ok dong😁🗿,1,1777564094,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
788,rahultorano,_*RAHUL NGELO*_,gerbong belakan sama depan khusus mentri,1,1777561730,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
789,rakai.emir,Steve rogers,lah emang gua spiderman hah yang nahan kereta,1,1777561630,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
790,nd.ryhel,cappucino🎵☕,pejabat korup dibelakang Ama didepan aj ibu 😇,1,1777559653,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
791,secretlifeof.hn,Just N,asbun bener asbun sumpah...,1,1777559451,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
792,brdc.rowr,Brdc Rowr,nah baru menterinya itu ditaruh di bemper kereta api,1,1777558697,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
793,risolmayoz27,mayoz,[Sticker] kok mirip cihh,1,1777558467,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
794,khifirs,Revin_Bejir,"""SEPAKAT""",1,1777558148,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
795,bunkjey340,b4n974y340🇬🇶,"harus nya sistem transportasi nya yang di benahi bukan memindah penumpang dlm gerbong nya ,",1,1777558263,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
796,dxz316,xxxTentacion,Gini amat tinggal di konoha,1,1777557476,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
797,www.ti2pane_wongpusat.co,🔴🌀ERWIN_Oi🌀🔴,kuota hbis...jd baca koment aj...sangat2 trhibur 😫,1,1777556057,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
798,dikzbefore,dikzsebelumbefore🤭,perempuannya ditaruh di tengah mesin dibawah gerbong buk?,1,1777556036,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
799,raffasyazaydan21,Raffa,gimana klw ibu ddk diatas kereta aja,1,1777555646,Netral,Pertanyaan atau komentar belum menunjukkan polaritas jelas,0.65,Ya
800,ilham_samuel,matamu Kuwi,ibunya bener ....yang salah pertanyaan wartawannya,1,1777555014,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
801,nottfound4047,TediMulyadiii,[Sticker],1,1777554952,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
802,ennvin,ennv,keretanya di ubah jadi kereta Transformer aja gimana,1,1777554425,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
803,nkzreborn,G E E K K O,setengah rolas arek iki,1,1777554041,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
804,gerzz_avgeks,GERZZ,maaf ya Bu bukan bermaksud menghina tapi laki-laki juga punya nyawa,1,1777552353,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
805,fans_azka040,fans Azka imut,Jang naon nga ganti Kitu hungkul DA moal ulang ulang wae atuh🗿,1,1777552240,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
806,weelll81,`.                           `,"[Sticker] mending ini sihh yg di taro depan belakang
kan sepidermen",1,1777551564,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
807,yanss_bae02,YANSS!!,"mengurangi korban=❌
mengganti korban=✅",1,1777550658,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
808,the_moumetz,BANG AL,gmna reaksi suaminya bu mentri dengar pendapat bu mentri🤔,1,1777549797,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
809,sugirigiri860,Gir,saya diatas gerbong aja bu,1,1777549257,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
810,elidriso,EL - IDRISO,lebih aman lagi ngak usah gerbong bu,1,1777548885,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
811,vns033,RR_,"walaupun laki laki jarang merayakan ulang tahun
tapi kami juga pengen panjang umur bu🙏",1,1777547900,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
812,vavierand,:v,laki laki juga punya nyawa bu🥺,1,1777547780,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
813,harsono8344,Bang Sony,"Bu menteri, namanya musibah dimanapun seseorang berada tidak ada yang tahu.",1,1777547757,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
814,guunk.go,Guunk Go,siapa yg milih mentri ini ?,1,1777547238,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
815,.cuansahamdaily,Nilai saham Indonesia,pov :ketika ibu menteri kebanyakan nonton Ultraman dan Superman 😄,1,1777547346,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
816,_xycell0,"nαochie, :P","𝗽𝗸𝗼𝗸𝗻𝘆𝗮 𝘀𝗺𝘂𝗮𝗻𝘆𝗮 𝗱𝗶 𝘁𝗲𝗻𝗴𝗮𝗵,
𝗸𝗲𝗿𝗲𝘁𝗮 𝗻𝘆𝗮 𝗽𝗮𝗻𝗷𝗮𝗻𝗴 𝗸𝗲 𝗮𝘁𝗮𝘀 𝗮𝗷𝗮",1,1777547080,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
817,0xvoid40,.,Jadi solusinya korban diganti sebab pelampung untuk mengurangkan kecelakaan?,1,1777546374,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
818,wachyou86,Wach_you#18,":𝗣𝗲𝗷𝗮𝗯𝗮𝘁 𝗽𝘂𝗯𝗹𝗶𝗸 𝘀𝗲𝗹𝗮𝘆𝗮𝗸𝗻𝘆𝗮 𝗕𝗘𝗥𝗣𝗜𝗞𝗜𝗥𝗟𝗔𝗛 𝘀𝗲𝗯𝗲𝗹𝘂𝗺 𝗯𝗲𝗿𝗯𝗶𝗰𝗮𝗿𝗮, 𝗝𝗔𝗡𝗚𝗔𝗡 𝘀𝗲𝘁𝗲𝗹𝗮𝗵 𝗯𝗶𝗰𝗮𝗿𝗮 𝗷𝗮𝗱𝗶 𝗸𝗲𝗽𝗶𝗸𝗶𝗿𝗮𝗻.",1,1777545128,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
819,kiranatxy0,.,[Sticker],1,1777545009,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
820,kiranatxy0,.,[Sticker],1,1777545002,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
821,kiranatxy0,.,[Sticker],1,1777545000,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
822,kiranatxy0,.,[Sticker],1,1777544992,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
823,kiranatxy0,.,[Sticker],1,1777544995,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
824,kiranatxy0,.,[Sticker],1,1777544986,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
825,kiranatxy0,.,[Sticker],1,1777544983,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
826,kiranatxy0,.,[Sticker],1,1777544989,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
827,kiranatxy0,.,[Sticker],1,1777544980,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
828,kiranatxy0,.,[Sticker],1,1777544978,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
829,kiranatxy0,.,[Sticker],1,1777544971,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
830,kiranatxy0,.,[Sticker],1,1777544974,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
831,kiranatxy0,.,[Sticker],1,1777544968,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
832,kiranatxy0,.,[Sticker],1,1777544959,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
833,kiranatxy0,.,[Sticker],1,1777544963,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
834,kiranatxy0,.,[Sticker],1,1777545005,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
835,rahmiandiniii,🐆,situasi saat ini,1,1777544289,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
836,gua_sadar_diri,DAH BIASA,[Sticker] lu aja noh,1,1777543205,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
837,mr_young0425,young0425,Tolong menteri PLPP (Pemberdayaan Laki - laki dan Perlindungan Perasaanya) tolong ini urus menteri PPPA .,1,1777542531,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
838,irsat226,irsat,lu aja kali yg depan,1,1777542069,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
839,zievanshop,zievhanshop,"lucu- lucu ya Mentri konoha.kemarin matikan gas kalo udah Mateng,eh sekarang ada lagi..😂",1,1777541890,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
840,gharfa.putra,purta,kita mah cuma Peter Parker bukan Spiderman wak🗿,1,1777540716,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
841,bangrafiq5940,──  Lihat 1.294 balasan ﹀,"mending semuanya aja di gerbong tengah, gerbong depan sama belakang kasih bubblewarp 🥰",1,1777540499,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
842,antoni_rofix,Fix,ibu ini mengeluarkan solusi untuk mengganti korban.. bukan mengurangi korban.,1,1777540377,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
843,ejabaikhati8,bwabwabwa,cowo juga manusia,1,1777540096,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
844,xxdull23,XXDULL,malah ganti formasi,1,1777539608,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
845,12345678910shadiq,PNBV1★🪩🩻,[Sticker] yang bro rasakan setelah membicarakan tentang ini,1,1777539241,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
846,j.sutiawan6,J Sutiawan,kereta terbuat dari baja Bu 😳,1,1777538355,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
847,sannnzz71,SuKi😹 SuKa🤑YappIng🤓,[Sticker],1,1777537970,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
848,stevennelwan759,Steven ar nelwan,tolong diganti menteri nda jelas gini,1,1777537026,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
849,saputrax_69,𝙀𝙎𝙕𝙍𝘼,[Sticker],1,1777536765,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
850,haikaldisinii._,Haikal,"mengurangi korban❎
mengganti korban ✅",1,1777536505,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
851,chen033096,Viewers,bukan nya ngasih solusi malah ganti formasi,1,1777535883,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
852,rosotukum,roso,bagus banget usulnya. mudah-mudahan sudah melalui rapat kabinet.,1,1777535127,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
853,devv4aa_,🅰️de🤸🐣,yang nanya:🤨🙄,1,1777534619,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
854,ahsannawwafi,￴￴ ￴,[Sticker],1,1777534405,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
855,nuuueraa,nuraa,"Maksudnya suami ibu di gerbong depan,ibu gerbong tengah dan anak laki2 ibu di gerbong belakang,kira2 begitu atau bgmn ibu?",1,1777533466,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
856,meil189,Joni,buk meskipun kami sering terbentur masalah ekonomi bukan berati kami kuat menahan benturan besi.😌,1,1777533407,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
857,reinold740,reinold740,Lu kira gw spiderman yg bisa nahan ketawa😅,1,1777532857,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
858,bluesweet37,Blue4,"sehat"" tulang punggung kreta api",1,1777532586,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
859,miawmi111109,"￴mon,𝐄𝐭𝐞𝐫𝐧𝐚𝐥",yang belum imo taro belakang yg boty taro depan,1,1777531926,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
860,abayparagoy,abayjier,maaf bu kalo tiba' meteor jatoh ke gerbong tengah apakah di pindahkan lagi??,1,1777531780,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
861,elang_bheta.c92,ODONG  ODONG,"mau tanya kalo ada kecelakaan kendaraan umum ..
yang salah penumpang nya
ataw
pengelola , kondisi , pengemudi kendaraan nya ?",1,1777531595,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
862,intakepeng8899,beberok,miris menteri kayak gini,1,1777531041,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
863,_sibeng,𝐛𝐞𝐧𝐠 𝐚𝐧𝐚𝐤 𝐛𝐚𝐢𝐤,[Sticker] maksudnya gini bang ?,1,1777530802,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
864,tpbolon27,jona tp bolon,wartawan nya juga blunder pertanyaan nya,1,1777530793,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
865,fyzain,Fyzain Jamil,seriusla ini menteri?,1,1777530410,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
866,riii_luplup,_.not_fahriqz._🧚‍♂️🍃,[Sticker] gini aja🤭,1,1777528218,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
867,naman_super,Naman Super,bu maaf ini bahas musibah bukan masalah dimana saja yg penting ada gerbong khusus agar tidak terjadi pelecehan bu,1,1777527471,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
868,tiyasengg,tiyas🌸,ganti formasi buk😂,1,1777527254,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
869,selowtapigerak,𝕄𝕒𝕨𝕒𝕣 𝕓𝕝𝕒𝕔𝕜,[Sticker] bentar bu aku beli ini dulu.,1,1777526279,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
870,saladbuahmamicel,Maminya Hansel,"Bukannya membenahi jadwal pengecekan sistem, sinyal dll secara berkala dan peremajaan sistem, malah ganti tumbal 😭",1,1777526165,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
871,iniandy25,Andy Luckman,"Walau bagaimanapun,
Beliau sebagai pejabat publik
Sudah memberikan solusinya..
Sesuai kapasitas beliau sebagai menteri P'A
Hargai saja..
Tugas kita cukup membullinya.",1,1777525352,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
872,rapzxl74,𝙇𝙆𝙕🤡,walaupun fisik kuat kita bukan berarti kuat nahan ..... 🥀,1,1777524582,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
873,bimanusa30,Bima,gini amat ya nasib kita sbg laki² 🥹🥹,1,1777523982,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
874,papangchoo,Papangcho,😂😁🤣 kocak....,1,1777523801,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
875,dymee44,atta,ko bisa jd mntri yah,1,1777523233,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
876,yth.mad,Kepada.Yth.mad,yg blom imo taro dibelakang,1,1777523090,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
877,huazenli2,sugardady 'jas'aL,bukanya cari solusi malah ganti formasi ..,1,1777523014,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
878,nazarnevada,achnzr_,cita2ku waktu kecil pengen jadi Spiderman mungkin ini sudah saatnya,1,1777522725,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
879,bahrul.pamekasan,🅱🅰🅷🆁🆄🅻 🅼🅰🅳🆄🆁🅰,"pejabat di republik ini banyak yang klarifikasi dengan pernyataannya sendiri,
itu terbukti mereka berada di posisi yang tidak sesuai dengan kemampuan mereka, terus kpan indonesia majunya.? hadehhhh..🫣",1,1777521163,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
880,hanagayalaen,meme,[Sticker] Maksudnya gini woi🗿,1,1777520940,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
881,dimzskuy8,kanyut,jangan seenaknya dong,1,1777520192,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
